climate_variable,avg_sig_corr,max_sig_corr,sig_corr_count,sig_corr_ratio(%)
climate_risk_coldwave_score_country_std_ssqrt,0.579,0.607,7,0.404
climate_risk_coldwave_score_country_max_ssqrt,0.576,0.605,7,0.404
climate_risk_coldwave_max_30d_above_1_std,0.572,0.661,18,1.139
climate_risk_coldwave_weighted_score_country_sum_ssqrt,0.572,0.611,7,0.404
climate_risk_coldwave_max_120d_above_1_std,0.57,0.653,6,0.318
climate_risk_excess_precip_weighted_score_country_sum_log1p,0.569,0.629,17,0.758
climate_risk_heat_stress_ma_90d_above_1_std,0.569,0.633,5,0.446
climate_risk_excess_precip_weighted_score_country_sum_sin,0.568,0.635,18,0.802
climate_risk_excess_precip_weighted_score_country_sum_above_1_std,0.568,0.69,20,0.891
climate_risk_drought_max_30d_above_1_std,0.566,0.68,8,0.357
climate_risk_drought_max_7d_above_1_std,0.566,0.566,1,0.045
climate_risk_excess_precip_weighted_score_ssqrt_above_1_std,0.566,0.566,1,0.045
climate_risk_excess_precip_weighted_score_country_sum_tangent,0.565,0.637,18,0.802
climate_risk_heat_stress_ma_120d_above_1_std,0.558,0.588,4,0.327
climate_risk_excess_precip_ma_120d_above_1_std,0.554,0.648,42,1.872
climate_risk_drought_ma_14d_above_1_std,0.553,0.598,26,1.159
climate_risk_excess_precip_ma_90d_above_1_std,0.553,0.672,31,1.381
climate_risk_unseasonably_cold_max_240d_above_1_std,0.552,0.571,4,0.199
climate_risk_excess_precip_ma_240d_above_1_std,0.55,0.644,70,3.119
climate_risk_excess_precip_weighted_score_country_sum_ssqrt,0.549,0.658,16,0.713
climate_risk_excess_precip_weighted_score_country_sum_cos,0.548,0.632,25,1.114
climate_risk_coldwave_score_country_mean_sin,0.547,0.565,6,0.346
climate_risk_unseasonably_cold_max_30d_above_1_std,0.547,0.547,1,0.069
climate_risk_unseasonably_cold_max_60d_above_1_std,0.547,0.598,3,0.188
climate_risk_coldwave_score_country_mean_tangent,0.546,0.565,6,0.346
climate_risk_excess_precip_ma_60d_above_1_std,0.543,0.588,22,0.98
climate_risk_drought_max_90d_above_1_std,0.542,0.63,12,0.535
climate_risk_coldwave_weighted_score_country_sum_log1p,0.542,0.558,5,0.288
climate_risk_excess_precip_max_120d_above_1_std,0.542,0.626,21,0.936
climate_risk_heat_stress_max_90d_above_1_std,0.54,0.553,2,0.125
climate_risk_excess_precip_max_60d_above_1_std,0.54,0.627,22,0.98
climate_risk_coldwave_weighted_score_country_sum_sin,0.539,0.555,5,0.288
climate_risk_coldwave_weighted_score_country_sum_tangent,0.539,0.555,5,0.288
climate_risk_excess_precip_max_90d_above_1_std,0.539,0.579,19,0.847
climate_risk_drought_max_60d_above_1_std,0.538,0.579,7,0.312
climate_risk_excess_precip_max_14d_above_1_std,0.536,0.536,1,0.045
climate_risk_drought_max_14d_above_1_std,0.535,0.714,20,0.891
climate_risk_unseasonably_cold_max_120d_above_1_std,0.533,0.567,6,0.333
climate_risk_coldwave_score_country_std_log1p,0.533,0.549,7,0.404
climate_risk_coldwave_score_country_max_log1p,0.533,0.55,7,0.404
climate_risk_excess_precip_ma_30d_above_1_std,0.532,0.552,12,0.535
climate_risk_drought_max_240d_above_1_std,0.532,0.599,21,0.936
climate_risk_heat_stress_max_240d_above_1_std,0.531,0.554,5,0.249
climate_risk_heat_stress_max_60d_above_1_std,0.531,0.547,2,0.135
climate_risk_drought_weighted_score_country_sum_above_1_std,0.531,0.586,12,0.551
climate_risk_coldwave_score_country_std_sin,0.53,0.546,7,0.404
climate_risk_coldwave_score_country_std_tangent,0.529,0.545,7,0.404
climate_risk_excess_precip_max_30d_above_1_std,0.529,0.612,13,0.579
climate_risk_coldwave_score_country_max_sin,0.527,0.544,7,0.404
climate_risk_unseasonably_cold_max_90d_above_1_std,0.527,0.554,5,0.288
climate_risk_drought_score_country_max_above_1_std,0.527,0.573,10,0.446
climate_risk_drought_weighted_score_country_sum_sin,0.526,0.593,17,0.758
climate_risk_drought_weighted_score_country_sum_log1p,0.525,0.582,16,0.713
climate_risk_drought_weighted_score_country_sum_cos,0.524,0.567,8,0.357
climate_risk_heat_stress_ma_60d_above_1_std,0.524,0.538,2,0.19
climate_risk_excess_precip_score_country_mean_above_1_std,0.523,0.58,13,0.579
climate_risk_heat_stress_score_country_max_above_1_std,0.523,0.529,2,0.173
climate_risk_coldwave_score_country_max_tangent,0.522,0.539,7,0.404
climate_risk_drought_weighted_score_country_sum_tangent,0.522,0.575,6,0.267
climate_risk_drought_weighted_score_country_sum_ssqrt,0.521,0.56,13,0.579
climate_risk_drought_max_120d_above_1_std,0.521,0.577,14,0.624
climate_risk_unseasonably_cold_weighted_score_country_sum_ssqrt,0.519,0.543,5,0.323
climate_risk_drought_score_country_mean_above_1_std,0.519,0.544,12,0.535
climate_risk_excess_precip_score_country_std_above_1_std,0.518,0.518,1,0.045
climate_risk_heat_stress_weighted_score_country_sum_above_1_std,0.517,0.525,2,0.214
climate_risk_heat_stress_weighted_score_country_sum_ssqrt,0.517,0.523,2,0.143
climate_risk_heat_stress_weighted_score_country_sum_sin,0.517,0.525,2,0.143
climate_risk_heat_stress_weighted_score_country_sum_log1p,0.516,0.524,2,0.143
climate_risk_heat_stress_weighted_score_country_sum_cos,0.515,0.523,7,0.502
climate_risk_unseasonably_cold_weighted_score_country_sum_log1p,0.515,0.515,1,0.065
climate_risk_heat_stress_max_120d_above_1_std,0.514,0.544,5,0.291
climate_risk_unseasonably_cold_weighted_score_country_sum_sin,0.513,0.513,1,0.065
climate_risk_unseasonably_cold_weighted_score_country_sum_tangent,0.513,0.513,1,0.065
climate_risk_heat_stress_score_country_mean_above_1_std,0.512,0.521,2,0.222
climate_risk_excess_precip_weighted_score_log1p_above_1_std,0.511,0.511,1,0.045
climate_risk_heat_stress_max_14d_above_1_std,0.509,0.513,4,0.314
climate_risk_excess_precip_ma_14d_above_1_std,0.508,0.508,1,0.045
climate_risk_excess_precip_score_country_max_above_1_std,0.508,0.509,2,0.089
climate_risk_coldwave_score_country_mean_cos,0.507,0.509,2,0.115
climate_risk_coldwave_score_country_std_cos,0.506,0.506,1,0.058
climate_risk_heat_stress_weighted_score_country_sum_tangent,0.505,0.506,3,0.215
climate_risk_coldwave_max_30d_sin_above_2_std,0.685,0.786,12,0.85
climate_risk_coldwave_max_14d_sin_above_2_std,0.623,0.76,6,0.436
climate_risk_drought_max_30d_sin_above_2_std,0.621,0.698,3,0.134
climate_risk_coldwave_max_14d_cos_above_2_std,0.618,0.626,2,0.111
climate_risk_drought_ma_90d_cos_above_2_std,0.601,0.784,60,2.674
climate_risk_drought_ma_60d_cos_above_2_std,0.6,0.747,53,2.362
climate_risk_excess_precip_max_60d_sin_above_2_std,0.599,0.67,12,0.535
climate_risk_drought_max_30d_cos_above_2_std,0.596,0.661,2,0.091
climate_risk_drought_ma_90d_log1p_above_2_std,0.592,0.717,42,1.886
climate_risk_heat_stress_ma_90d_ssqrt_above_2_std,0.587,0.602,3,0.256
climate_risk_drought_ma_30d_sin_above_2_std,0.584,0.663,24,1.078
climate_risk_coldwave_max_30d_cos_above_2_std,0.584,0.725,6,0.343
climate_risk_excess_precip_max_90d_cos_above_2_std,0.583,0.583,1,0.048
climate_risk_coldwave_max_60d_cos_above_2_std,0.583,0.676,8,0.495
climate_risk_drought_ma_90d_sin_above_2_std,0.583,0.685,35,1.572
climate_risk_drought_ma_30d_log1p_above_2_std,0.583,0.661,24,1.078
climate_risk_coldwave_ma_30d_cos_above_2_std,0.581,0.646,14,0.729
climate_risk_excess_precip_ma_60d_sin_above_2_std,0.581,0.666,13,0.579
climate_risk_drought_ma_30d_cos_above_2_std,0.58,0.731,37,1.649
climate_risk_drought_ma_30d_ssqrt_above_2_std,0.579,0.643,25,1.114
climate_risk_drought_ma_60d_log1p_above_2_std,0.578,0.726,36,1.629
climate_risk_drought_max_30d_ssqrt_above_2_std,0.577,0.674,3,0.134
climate_risk_excess_precip_ma_90d_log1p_above_2_std,0.576,0.655,19,0.847
climate_risk_drought_ma_60d_sin_above_2_std,0.574,0.696,37,1.674
climate_risk_heat_stress_ma_90d_sin_above_2_std,0.574,0.602,3,0.353
climate_risk_excess_precip_ma_60d_log1p_above_2_std,0.572,0.653,14,0.624
climate_risk_heat_stress_ma_90d_log1p_above_2_std,0.57,0.598,3,0.321
climate_risk_unseasonably_cold_max_30d_thresh_mag_above_2_std,0.57,0.583,2,0.153
climate_risk_unseasonably_cold_max_90d_thresh_mag_above_2_std,0.567,0.6,4,0.27
climate_risk_heat_stress_ma_90d_cos_above_2_std,0.567,0.632,5,0.277
climate_risk_unseasonably_cold_max_90d_log1p_above_2_std,0.563,0.564,2,0.125
climate_risk_drought_ma_90d_ssqrt_above_2_std,0.563,0.67,44,1.961
climate_risk_unseasonably_cold_max_60d_log1p_above_2_std,0.563,0.564,2,0.137
climate_risk_unseasonably_cold_max_90d_sin_above_2_std,0.563,0.604,5,0.294
climate_risk_unseasonably_cold_max_60d_ssqrt_above_2_std,0.562,0.563,2,0.137
climate_risk_unseasonably_cold_max_90d_ssqrt_above_2_std,0.562,0.563,2,0.125
climate_risk_unseasonably_cold_ma_120d_sin_above_2_std,0.56,0.596,7,0.895
climate_risk_heat_stress_ma_120d_ssqrt_above_2_std,0.56,0.606,5,0.403
climate_risk_heat_stress_ma_120d_cos_above_2_std,0.558,0.585,4,0.212
climate_risk_unseasonably_cold_ma_120d_log1p_above_2_std,0.557,0.592,7,0.895
climate_risk_drought_ma_60d_ssqrt_above_2_std,0.557,0.634,36,1.604
climate_risk_coldwave_ma_60d_cos_above_2_std,0.555,0.649,14,0.692
climate_risk_excess_precip_ma_90d_sin_above_2_std,0.554,0.663,19,0.847
climate_risk_drought_ma_30d_thresh_mag_above_2_std,0.554,0.595,7,0.358
climate_risk_excess_precip_ma_60d_cos_above_2_std,0.554,0.64,22,0.98
climate_risk_unseasonably_cold_max_60d_sin_above_2_std,0.551,0.582,3,0.192
climate_risk_coldwave_max_90d_sin_above_2_std,0.551,0.606,7,0.404
climate_risk_drought_ma_90d_thresh_mag_above_2_std,0.549,0.646,16,1.289
climate_risk_excess_precip_ma_90d_cos_above_2_std,0.548,0.622,22,0.98
climate_risk_drought_max_90d_log1p_above_2_std,0.548,0.634,6,0.267
climate_risk_drought_max_30d_log1p_above_2_std,0.545,0.619,8,0.357
climate_risk_heat_stress_ma_120d_sin_above_2_std,0.544,0.575,4,0.452
climate_risk_drought_max_90d_ssqrt_above_2_std,0.544,0.633,11,0.49
climate_risk_heat_stress_ma_120d_log1p_above_2_std,0.543,0.573,4,0.428
climate_risk_excess_precip_ma_90d_ssqrt_above_2_std,0.543,0.622,32,1.426
climate_risk_excess_precip_max_60d_ssqrt_above_2_std,0.543,0.612,20,0.891
climate_risk_excess_precip_max_90d_ssqrt_above_2_std,0.541,0.601,24,1.07
climate_risk_coldwave_max_60d_sin_above_2_std,0.54,0.611,15,0.929
climate_risk_excess_precip_max_60d_log1p_above_2_std,0.539,0.646,10,0.446
climate_risk_heat_stress_max_60d_log1p_above_2_std,0.537,0.537,1,0.073
climate_risk_excess_precip_max_90d_sin_above_2_std,0.537,0.601,19,0.847
climate_risk_drought_max_60d_sin_above_2_std,0.537,0.537,1,0.045
climate_risk_coldwave_max_90d_ssqrt_above_2_std,0.537,0.537,1,0.058
climate_risk_heat_stress_max_60d_thresh_mag_above_2_std,0.535,0.535,1,0.079
climate_risk_excess_precip_max_30d_sin_above_2_std,0.535,0.643,8,0.357
climate_risk_drought_max_90d_sin_above_2_std,0.534,0.563,2,0.089
climate_risk_excess_precip_max_30d_ssqrt_above_2_std,0.533,0.648,9,0.401
climate_risk_excess_precip_ma_30d_cos_above_2_std,0.532,0.548,7,0.312
climate_risk_unseasonably_cold_max_60d_thresh_mag_above_2_std,0.532,0.532,1,0.073
climate_risk_excess_precip_max_90d_log1p_above_2_std,0.531,0.582,21,0.936
climate_risk_drought_max_90d_thresh_mag_above_2_std,0.531,0.554,2,0.093
climate_risk_drought_ma_60d_thresh_mag_above_2_std,0.528,0.582,17,1.087
climate_risk_unseasonably_cold_ma_90d_sin_above_2_std,0.528,0.546,4,0.501
climate_risk_heat_stress_max_90d_thresh_mag_above_2_std,0.526,0.526,1,0.071
climate_risk_excess_precip_ma_90d_tangent_above_2_std,0.524,0.524,1,0.048
climate_risk_excess_precip_ma_30d_ssqrt_above_2_std,0.523,0.539,5,0.223
climate_risk_heat_stress_ma_60d_ssqrt_above_2_std,0.523,0.541,2,0.178
climate_risk_heat_stress_max_90d_log1p_above_2_std,0.522,0.524,2,0.134
climate_risk_excess_precip_max_60d_cos_above_2_std,0.522,0.535,4,0.178
climate_risk_excess_precip_max_30d_cos_above_2_std,0.521,0.543,8,0.357
climate_risk_heat_stress_max_120d_ssqrt_above_2_std,0.521,0.521,1,0.062
climate_risk_drought_max_60d_ssqrt_above_2_std,0.519,0.542,9,0.401
climate_risk_coldwave_ma_90d_cos_above_2_std,0.517,0.529,3,0.147
climate_risk_excess_precip_ma_60d_ssqrt_above_2_std,0.517,0.541,21,0.936
climate_risk_unseasonably_cold_ma_90d_log1p_above_2_std,0.516,0.526,3,0.375
climate_risk_coldwave_max_30d_thresh_mag_above_2_std,0.514,0.514,1,0.081
climate_risk_heat_stress_max_120d_log1p_above_2_std,0.513,0.528,4,0.256
climate_risk_heat_stress_ma_60d_cos_above_2_std,0.512,0.521,2,0.116
climate_risk_heat_stress_ma_30d_ssqrt_above_2_std,0.512,0.512,1,0.089
climate_risk_heat_stress_max_90d_ssqrt_above_2_std,0.511,0.521,2,0.129
climate_risk_heat_stress_max_120d_thresh_mag_above_2_std,0.51,0.52,2,0.132
climate_risk_coldwave_max_30d_log1p_above_2_std,0.508,0.508,1,0.074
climate_risk_heat_stress_max_60d_ssqrt_above_2_std,0.508,0.508,1,0.071
climate_risk_unseasonably_cold_ma_60d_cos_above_2_std,0.508,0.508,1,0.054
climate_risk_coldwave_ma_90d_tangent_above_2_std,0.506,0.506,1,0.173
climate_risk_coldwave_ma_90d_ssqrt_above_2_std,0.502,0.502,1,0.109
climate_risk_excess_precip_max_240d_above_3_std_lag_7d,0.726,0.852,41,1.827
climate_risk_drought_ma_120d_above_3_std_lag_7d,0.584,0.739,22,1.145
climate_risk_drought_max_240d_above_3_std_lag_7d,0.583,0.678,46,2.05
climate_risk_excess_precip_score_country_mean_above_3_std_lag_7d,0.579,0.579,1,0.052
climate_risk_heat_stress_max_90d_above_3_std_lag_7d,0.568,0.618,23,2.019
climate_risk_drought_ma_90d_above_3_std_lag_7d,0.565,0.728,24,1.295
climate_risk_drought_ma_240d_above_3_std_lag_7d,0.564,0.685,23,1.137
climate_risk_heat_stress_weighted_score_country_sum_sin_above_2_std_lag_7d,0.563,0.572,2,0.245
climate_risk_heat_stress_weighted_score_country_sum_log1p_above_2_std_lag_7d,0.562,0.571,2,0.24
climate_risk_excess_precip_ma_30d_above_3_std_lag_7d,0.56,0.593,2,0.095
climate_risk_heat_stress_ma_90d_above_3_std_lag_7d,0.551,0.582,3,0.679
climate_risk_heat_stress_weighted_score_country_sum_above_3_std_lag_7d,0.551,0.562,2,0.368
climate_risk_excess_precip_weighted_score_country_sum_ssqrt_above_2_std_lag_7d,0.55,0.627,5,0.223
climate_risk_heat_stress_weighted_score_country_sum_ssqrt_above_2_std_lag_7d,0.546,0.553,3,0.28
climate_risk_drought_ma_60d_above_3_std_lag_7d,0.546,0.612,25,1.349
climate_risk_heat_stress_score_country_mean_above_3_std_lag_7d,0.545,0.555,2,0.38
climate_risk_drought_weighted_score_country_sum_ssqrt_above_2_std_lag_7d,0.545,0.611,16,0.73
climate_risk_drought_weighted_score_country_sum_above_3_std_lag_7d,0.541,0.541,1,0.079
climate_risk_excess_precip_score_country_max_above_3_std_lag_7d,0.541,0.541,1,0.061
climate_risk_drought_weighted_score_country_sum_cos_above_2_std_lag_7d,0.539,0.613,15,0.668
climate_risk_drought_weighted_score_country_sum_sin_above_2_std_lag_7d,0.538,0.626,19,0.972
climate_risk_drought_weighted_score_country_sum_log1p_above_2_std_lag_7d,0.537,0.622,19,0.955
climate_risk_excess_precip_weighted_score_country_sum_cos_above_2_std_lag_7d,0.535,0.585,7,0.312
climate_risk_drought_max_120d_above_3_std_lag_7d,0.534,0.588,8,0.357
climate_risk_heat_stress_max_120d_above_3_std_lag_7d,0.533,0.561,14,1.113
climate_risk_drought_ma_30d_above_3_std_lag_7d,0.533,0.563,13,0.659
climate_risk_heat_stress_weighted_score_country_sum_cos_above_2_std_lag_7d,0.531,0.538,2,0.137
climate_risk_drought_max_90d_above_3_std_lag_7d,0.53,0.577,5,0.225
climate_risk_drought_score_country_mean_above_3_std_lag_7d,0.527,0.54,3,0.165
climate_risk_excess_precip_max_120d_above_3_std_lag_7d,0.524,0.535,3,0.134
climate_risk_excess_precip_ma_90d_above_3_std_lag_7d,0.521,0.53,2,0.098
climate_risk_heat_stress_ma_60d_above_3_std_lag_7d,0.52,0.523,2,0.368
climate_risk_excess_precip_weighted_score_country_sum_sin_above_2_std_lag_7d,0.518,0.52,3,0.138
climate_risk_heat_stress_max_60d_above_3_std_lag_7d,0.517,0.527,4,0.373
climate_risk_excess_precip_weighted_score_country_sum_log1p_above_2_std_lag_7d,0.512,0.517,3,0.138
climate_risk_heat_stress_max_30d_above_3_std_lag_7d,0.511,0.522,2,0.187
climate_risk_heat_stress_score_country_max_above_3_std_lag_7d,0.51,0.514,2,0.24
climate_risk_excess_precip_ma_120d_above_3_std_lag_7d,0.509,0.509,2,0.096
climate_risk_excess_precip_score_country_std_above_3_std_lag_7d,0.507,0.507,1,0.048
climate_risk_unseasonably_cold_ma_30d_above_3_std_lag_7d,0.502,0.502,1,0.163
climate_risk_coldwave_max_30d_sin_above_2_std_lag_14d,0.65,0.765,5,0.313
climate_risk_coldwave_max_14d_sin_above_2_std_lag_14d,0.617,0.71,3,0.203
climate_risk_excess_precip_max_60d_sin_above_2_std_lag_14d,0.599,0.723,17,0.758
climate_risk_excess_precip_max_60d_ssqrt_above_2_std_lag_14d,0.598,0.702,16,0.713
climate_risk_drought_ma_60d_cos_above_2_std_lag_14d,0.596,0.746,56,2.496
climate_risk_unseasonably_cold_max_60d_sin_above_2_std_lag_14d,0.591,0.597,2,0.123
climate_risk_excess_precip_ma_60d_log1p_above_2_std_lag_14d,0.589,0.679,18,0.802
climate_risk_excess_precip_ma_60d_cos_above_2_std_lag_14d,0.588,0.677,16,0.713
climate_risk_excess_precip_ma_60d_sin_above_2_std_lag_14d,0.588,0.684,18,0.802
climate_risk_coldwave_ma_30d_cos_above_2_std_lag_14d,0.588,0.675,3,0.153
climate_risk_drought_ma_14d_cos_above_2_std_lag_14d,0.586,0.645,17,0.758
climate_risk_heat_stress_ma_60d_cos_above_2_std_lag_14d,0.586,0.672,6,0.343
climate_risk_drought_ma_30d_cos_above_2_std_lag_14d,0.585,0.683,43,1.916
climate_risk_drought_ma_60d_log1p_above_2_std_lag_14d,0.584,0.654,37,1.661
climate_risk_coldwave_max_14d_ssqrt_above_2_std_lag_14d,0.584,0.584,1,0.073
climate_risk_drought_ma_60d_sin_above_2_std_lag_14d,0.58,0.666,35,1.572
climate_risk_coldwave_ma_14d_cos_above_2_std_lag_14d,0.576,0.576,1,0.057
climate_risk_coldwave_max_30d_cos_above_2_std_lag_14d,0.574,0.592,2,0.107
climate_risk_heat_stress_ma_60d_ssqrt_above_2_std_lag_14d,0.572,0.63,5,0.446
climate_risk_coldwave_max_60d_cos_above_2_std_lag_14d,0.572,0.641,7,0.404
climate_risk_excess_precip_max_30d_sin_above_2_std_lag_14d,0.568,0.676,7,0.312
climate_risk_drought_max_60d_log1p_above_2_std_lag_14d,0.567,0.598,2,0.089
climate_risk_excess_precip_max_30d_ssqrt_above_2_std_lag_14d,0.565,0.667,7,0.312
climate_risk_heat_stress_ma_90d_cos_above_2_std_lag_14d,0.565,0.653,7,0.381
climate_risk_heat_stress_ma_60d_sin_above_2_std_lag_14d,0.563,0.626,5,0.545
climate_risk_drought_ma_30d_log1p_above_2_std_lag_14d,0.563,0.68,27,1.222
climate_risk_heat_stress_ma_90d_ssqrt_above_2_std_lag_14d,0.561,0.636,6,0.497
climate_risk_heat_stress_ma_90d_sin_above_2_std_lag_14d,0.561,0.634,6,0.679
climate_risk_drought_ma_30d_sin_above_2_std_lag_14d,0.561,0.674,29,1.312
climate_risk_drought_max_14d_cos_above_2_std_lag_14d,0.559,0.678,5,0.223
climate_risk_drought_ma_60d_ssqrt_above_2_std_lag_14d,0.557,0.708,33,1.471
climate_risk_heat_stress_ma_90d_log1p_above_2_std_lag_14d,0.556,0.627,6,0.63
climate_risk_drought_ma_14d_sin_above_2_std_lag_14d,0.554,0.589,13,0.579
climate_risk_coldwave_ma_60d_cos_above_2_std_lag_14d,0.554,0.623,10,0.49
climate_risk_heat_stress_ma_60d_log1p_above_2_std_lag_14d,0.551,0.621,6,0.654
climate_risk_drought_max_14d_ssqrt_above_2_std_lag_14d,0.547,0.595,5,0.223
climate_risk_excess_precip_ma_60d_ssqrt_above_2_std_lag_14d,0.547,0.643,16,0.713
climate_risk_drought_ma_14d_log1p_above_2_std_lag_14d,0.546,0.594,16,0.713
climate_risk_coldwave_max_60d_sin_above_2_std_lag_14d,0.545,0.606,8,0.461
climate_risk_drought_ma_60d_thresh_mag_above_2_std_lag_14d,0.544,0.617,18,1.176
climate_risk_excess_precip_max_60d_log1p_above_2_std_lag_14d,0.544,0.576,11,0.49
climate_risk_excess_precip_max_60d_cos_above_2_std_lag_14d,0.543,0.585,9,0.401
climate_risk_drought_max_14d_sin_above_2_std_lag_14d,0.542,0.689,11,0.49
climate_risk_coldwave_max_60d_log1p_above_2_std_lag_14d,0.541,0.549,4,0.259
climate_risk_unseasonably_cold_max_60d_thresh_mag_above_2_std_lag_14d,0.54,0.54,1,0.073
climate_risk_drought_ma_14d_ssqrt_above_2_std_lag_14d,0.54,0.579,18,0.802
climate_risk_excess_precip_max_30d_cos_above_2_std_lag_14d,0.538,0.608,12,0.535
climate_risk_drought_ma_30d_thresh_mag_above_2_std_lag_14d,0.534,0.581,10,0.507
climate_risk_drought_ma_30d_ssqrt_above_2_std_lag_14d,0.534,0.656,23,1.025
climate_risk_drought_max_30d_log1p_above_2_std_lag_14d,0.533,0.577,11,0.49
climate_risk_drought_max_14d_log1p_above_2_std_lag_14d,0.533,0.588,12,0.535
climate_risk_unseasonably_cold_ma_60d_cos_above_2_std_lag_14d,0.533,0.546,2,0.103
climate_risk_excess_precip_ma_30d_cos_above_2_std_lag_14d,0.532,0.56,9,0.401
climate_risk_drought_max_60d_sin_above_2_std_lag_14d,0.532,0.549,2,0.089
climate_risk_drought_max_60d_ssqrt_above_2_std_lag_14d,0.527,0.597,9,0.401
climate_risk_heat_stress_max_90d_log1p_above_2_std_lag_14d,0.524,0.524,1,0.063
climate_risk_coldwave_max_14d_thresh_mag_above_2_std_lag_14d,0.522,0.522,1,0.075
climate_risk_excess_precip_max_30d_thresh_mag_above_2_std_lag_14d,0.522,0.535,2,0.089
climate_risk_drought_ma_14d_thresh_mag_above_2_std_lag_14d,0.522,0.541,3,0.14
climate_risk_drought_max_30d_sin_above_2_std_lag_14d,0.522,0.542,5,0.223
climate_risk_drought_max_30d_ssqrt_above_2_std_lag_14d,0.521,0.54,7,0.312
climate_risk_unseasonably_cold_ma_30d_cos_above_2_std_lag_14d,0.521,0.521,1,0.055
climate_risk_coldwave_max_14d_cos_above_2_std_lag_14d,0.52,0.52,1,0.057
climate_risk_excess_precip_ma_30d_log1p_above_2_std_lag_14d,0.52,0.54,9,0.401
climate_risk_coldwave_max_30d_thresh_mag_above_2_std_lag_14d,0.517,0.532,2,0.147
climate_risk_heat_stress_max_90d_cos_above_2_std_lag_14d,0.517,0.517,1,0.054
climate_risk_excess_precip_ma_30d_sin_above_2_std_lag_14d,0.514,0.541,7,0.312
climate_risk_unseasonably_cold_ma_14d_thresh_mag_above_2_std_lag_14d,0.513,0.513,1,0.134
